Título;Endereço;Taxa;Área;Quartos;Banheiros;Suítes;Vagas;Preço
Apartamento com 4 Quartos à Venda, 503m²; | Petrópolis, Natal - RN;R$ 2.500;503;4;6;6;4;R$ 3.900.000
Apartamento com 3 Quartos à Venda, 90m²; | Lagoa Nova, Natal - RN;;90;3;3;3;2;R$ 360.000
Apartamento com 2 Quartos à Venda, 59m²; | Planalto, Natal - RN;;59;2;1;1;1;R$ 100.000
Apartamento com 3 Quartos à Venda, 174m²; | Tirol, Natal - RN;R$ 1.100;174;3;3;3;1;R$ 280.000
Apartamento com 3 Quartos à Venda, 120m²; | Lagoa Nova, Natal - RN;R$ 700;120;3;1;1;2;R$ 650.000
Apartamento com 3 Quartos à Venda, 153m²; | Lagoa Nova, Natal - RN;;153;3;3;3;3;R$ 750.000
Apartamento com 3 Quartos à Venda, 140m²; | Tirol, Natal - RN;R$ 728;140;3;5;5;3;R$ 776.957
Apartamento com 3 Quartos à Venda; | Capim Macio, Natal - RN;R$ 1.600;--;3;4;4;3;R$ 800.000
Apartamento com 3 Quartos à Venda, 75m²; | Neópolis, Natal - RN;R$ 750;75;3;1;1;1;R$ 335.000
Apartamento com 2 Quartos à Venda, 62m²; | Planalto, Natal - RN;;62;2;2;2;--;R$ 145.000
Apartamento com Quarto à Venda, 10m²; | Ponta Negra, Natal - RN;;10;1;1;1;1;R$ 220.000
Apartamento com 3 Quartos à Venda, 101m²; | Lagoa Nova, Natal - RN;R$ 750;101;3;1;1;2;R$ 450.000
Apartamento com 3 Quartos à Venda, 176m²; | Areia Preta, Natal - RN;;176;3;3;3;2;R$ 550.000
Apartamento com 4 Quartos à Venda, 149m²; | Barro Vermelho, Natal - RN;R$ 800;149;4;4;4;2;R$ 395.000
Apartamento com 2 Quartos à Venda, 53m²; | Pajuçara, Natal - RN;R$ 235;53;2;1;1;1;R$ 99.900
Apartamento com 2 Quartos à Venda, 47m²; | PARNAMIRIM, Natal - RN;;47;2;1;1;--;R$ 160.000
Apartamento com 3 Quartos à Venda, 85m²; | Capim Macio, Natal - RN;R$ 500;85;3;1;1;1;R$ 250.000
Apartamento com 4 Quartos à Venda, 219m²; | Lagoa Nova, Natal - RN;R$ 1.200;219;4;1;1;3;R$ 680.000
Apartamento com 3 Quartos à Venda, 90m²; | Tirol, Natal - RN;R$ 450;90;3;3;3;2;R$ 470.000
Apartamento com 4 Quartos à Venda, 330m²;Rua Pio Cavalcante, 1828 - Tirol, Natal - RN;;330;4;5;5;3;R$ 1.100.000
Apartamento com 3 Quartos à Venda, 105m²; | Lagoa Nova, Natal - RN;R$ 950;105;3;1;1;2;R$ 390.000
Apartamento com 4 Quartos à Venda, 232m²;Avenida Amintas Barros - Lagoa Nova, Natal - RN;;232;4;5;5;3;R$ 680.000
Apartamento com 3 Quartos à Venda, 130m²; | Candelária, Natal - RN;R$ 750;130;3;2;2;2;R$ 350.000
Apartamento com 2 Quartos à Venda, 53m²; | Pitimbu, Natal - RN;R$ 80;53;2;2;2;1;R$ 120.000
Apartamento com 3 Quartos à Venda, 67m²; | Ponta Negra, Natal - RN;R$ 418;67;3;2;2;2;R$ 319.000
Apartamento com 3 Quartos à Venda, 145m²;Rua Vicente Martins Fernandes, 725 - Planalto, Natal - RN;;145;3;1;1;2;R$ 150.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Joaquim Eduardo de Farias, 106 - Ponta Negra, Natal - RN;R$ 225;56;2;2;2;1;R$ 160.000
Apartamento com 4 Quartos à Venda, 220m²; | Tirol, Natal - RN;R$ 1.200;220;4;1;1;2;R$ 900.000
Apartamento com 4 Quartos à Venda, 230m²; | Capim Macio, Natal - RN;;230;4;1;1;2;R$ 1.050.000
Apartamento com 3 Quartos à Venda, 176m²; | Lagoa Nova, Natal - RN;R$ 1.200;176;3;1;1;3;R$ 650.000
Apartamento com 3 Quartos à Venda, 150m²; | Lagoa Nova, Natal - RN;R$ 600;150;3;1;1;2;R$ 320.000
Apartamento com 3 Quartos à Venda, 109m²; | Candelária, Natal - RN;R$ 830;109;3;2;2;2;R$ 499.000
Apartamento com 2 Quartos à Venda, 60m²;Rua Manoel Machado - Ribeira, Natal - RN;R$ 320;60;2;1;1;1;R$ 250.000
Apartamento com 3 Quartos à Venda, 91m²; | Barro Vermelho, Natal - RN;R$ 630;91;3;3;3;2;R$ 340.000
Apartamento com 3 Quartos à Venda, 68m²; | Neópolis, Natal - RN;R$ 405;68;3;1;1;2;R$ 310.000
Apartamento com 4 Quartos à Venda, 244m²; | Tirol, Natal - RN;R$ 2.000;244;4;5;5;3;R$ 670.000
Apartamento com 3 Quartos à Venda, 80m²; | Capim Macio, Natal - RN;R$ 450;80;3;1;1;1;R$ 230.000
Apartamento com 2 Quartos à Venda, 83m²;Avenida Amintas Barros, 1480 - Lagoa Nova, Natal - RN;;83;2;2;2;1;R$ 200.000
Apartamento com 2 Quartos à Venda, 54m²;Rua Tereza Campos, 802 - Lagoa Nova, Natal - RN;;54;2;2;2;1;R$ 210.000
Apartamento com 4 Quartos à Venda, 257m²; | Candelária, Natal - RN;R$ 1.400;257;4;6;6;3;R$ 750.000
Apartamento com 4 Quartos à Venda, 140m²; | Tirol, Natal - RN;;140;4;5;5;3;R$ 656.000
Apartamento com 3 Quartos à Venda, 98m²; | Ponta Negra, Natal - RN;R$ 689;98;3;2;2;2;R$ 310.000
Apartamento com 3 Quartos à Venda, 250m²; | Petrópolis, Natal - RN;R$ 1.400;250;3;5;5;3;R$ 1.300.000
Apartamento com 3 Quartos à Venda, 93m²; | Petrópolis, Natal - RN;;93;3;1;1;2;R$ 450.000
Apartamento com 2 Quartos à Venda, 63m²;Rua Engenheiro João Hélio Alves Rocha, 1567 - Planalto, Natal - RN;;63;2;2;2;1;R$ 110.000
Apartamento com 3 Quartos à Venda, 120m²; | Lagoa Nova, Natal - RN;R$ 715;120;3;3;3;2;R$ 500.000
Apartamento com 3 Quartos à Venda, 98m²; | Capim Macio, Natal - RN;R$ 700;98;3;3;3;2;R$ 325.000
Apartamento com 3 Quartos à Venda, 137m²; | Lagoa Nova, Natal - RN;R$ 1;137;3;5;5;3;R$ 956.563
Apartamento com 2 Quartos à Venda, 56m²; | Candelária, Natal - RN;R$ 240;56;2;1;1;1;R$ 220.000
Apartamento com 4 Quartos à Venda, 160m²;Avenida Nascimento de Castro, 2455 - Lagoa Nova, Natal - RN;R$ 550;160;4;1;1;3;R$ 750.000
Apartamento com 2 Quartos à Venda, 56m²; | Cidade Satelite, Natal - RN;R$ 250;56;2;2;2;1;R$ 225.000
Apartamento com 3 Quartos à Venda, 114m²; | Lagoa Nova, Natal - RN;R$ 650;114;3;5;5;2;R$ 680.000
Apartamento com 3 Quartos à Venda, 72m²;Rua João das Estivas, 1797 - Barro Vermelho, Natal - RN;;72;3;2;2;1;R$ 400.000
Apartamento com 4 Quartos à Venda, 132m²; | Tirol, Natal - RN;R$ 1;132;4;5;5;3;R$ 801.567
Apartamento com 2 Quartos à Venda, 57m²; | Capim Macio, Natal - RN;R$ 350;57;2;1;1;2;R$ 280.000
Apartamento com 3 Quartos à Venda, 116m²; | Ponta Negra, Natal - RN;R$ 503;116;3;3;3;2;R$ 440.000
Apartamento com 3 Quartos à Venda, 77m²; | Neópolis, Natal - RN;R$ 540;77;3;1;1;1;R$ 300.000
Apartamento com 3 Quartos à Venda, 273m²; | Capim Macio, Natal - RN;R$ 1.600;273;3;1;1;3;R$ 670.000
Apartamento com 2 Quartos à Venda, 51m²; | Cidade da Esperança, Natal - RN;R$ 369;51;2;2;2;1;R$ 180.000
Apartamento com 4 Quartos à Venda, 197m²; | Lagoa Nova, Natal - RN;R$ 700;197;4;5;5;2;R$ 670.000
Apartamento com 3 Quartos à Venda, 179m²;Rua Jaguarari - Lagoa Nova, Natal - RN;;179;3;1;1;3;R$ 1.170.000
Apartamento com 3 Quartos à Venda, 132m²; | Tirol, Natal - RN;R$ 500;132;3;3;3;1;R$ 220.000
Apartamento com 4 Quartos à Venda, 503m²; | Petrópolis, Natal - RN;R$ 2.500;503;4;6;6;4;R$ 2.200.000
Apartamento com 3 Quartos à Venda, 80m²; | Lagoa Nova, Natal - RN;R$ 460;80;3;1;1;2;R$ 290.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Doutor Carlos Passos, 1746 - Tirol, Natal - RN;;56;2;2;2;1;R$ 210.000
Apartamento com 2 Quartos à Venda, 64m²; | Ponta Negra, Natal - RN;;64;2;1;1;1;R$ 276.000
Apartamento com 3 Quartos à Venda, 140m²;Avenida Hermes da Fonseca - Petrópolis, Natal - RN;;140;3;3;3;--;R$ 620.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Barão de Lucena, 62 - Pitimbu, Natal - RN;R$ 230;56;2;2;2;1;R$ 220.000
Apartamento com Quarto à Venda, 40m²; | Cidade Alta, Natal - RN;R$ 500;40;1;1;1;1;R$ 95.000
Apartamento com 2 Quartos à Venda, 55m²; | Ponta Negra, Natal - RN;R$ 400;55;2;2;2;1;R$ 260.000
Apartamento com 3 Quartos à Venda, 97m²; | Candelária, Natal - RN;;97;3;1;1;2;R$ 490.000
Apartamento com Quarto à Venda, 42m²; | Areia Preta, Natal - RN;R$ 519;42;1;1;1;1;R$ 125.000
Apartamento com 3 Quartos à Venda, 71m²; | Lagoa Nova, Natal - RN;;71;3;1;1;2;R$ 285.000
Apartamento com 3 Quartos à Venda, 168m²; | Tirol, Natal - RN;R$ 850;168;3;5;5;4;R$ 990.000
Apartamento com 2 Quartos à Venda, 56m²;Avenida das Brancas Dunas, 65 - Candelária, Natal - RN;R$ 375;56;2;2;2;2;R$ 265.000
Apartamento com 2 Quartos à Venda, 87m²; | Lagoa Nova, Natal - RN;R$ 350;87;2;1;1;2;R$ 180.000
Apartamento com 4 Quartos à Venda, 117m²; | Ponta Negra, Natal - RN;R$ 900;117;4;1;1;2;R$ 590.000
Apartamento com 3 Quartos à Venda, 96m²; | Tirol, Natal - RN;R$ 510;96;3;3;3;2;R$ 430.000
Apartamento com 2 Quartos à Venda, 95m²; | Lagoa Nova, Natal - RN;;95;2;1;1;2;R$ 380.000
Apartamento com Quarto à Venda, 50m²;Rua Praia de Cotovelo, 2206 - Ponta Negra, Natal - RN;;50;1;1;1;1;R$ 130.000
Apartamento com 3 Quartos à Venda, 78m²; | Lagoa Nova, Natal - RN;;78;3;1;1;1;R$ 155.000
Apartamento com 3 Quartos à Venda, 89m²; | Tirol, Natal - RN;;89;3;1;1;--;R$ 530.000
Apartamento com 2 Quartos à Venda, 68m²;Rua Abreulândia, 310 - Planalto, Natal - RN;;68;2;1;1;1;R$ 120.000
Apartamento com 3 Quartos à Venda, 123m²; | Dix-sept Rosado, Natal - RN;R$ 700;123;3;1;1;2;R$ 450.000
Apartamento com 4 Quartos à Venda, 214m²; | Petrópolis, Natal - RN;R$ 1.700;214;4;5;5;3;R$ 1.290.000
Apartamento com 3 Quartos à Venda, 424m²; | Areia Preta, Natal - RN;R$ 3.400;424;3;5;5;4;R$ 3.000.000
Apartamento com 3 Quartos à Venda, 143m²;Rua Tomaz Pereira, 1902 - Lagoa Nova, Natal - RN;R$ 900;143;3;1;1;2;R$ 350.000
Apartamento com 4 Quartos à Venda, 400m²; | Barro Vermelho, Natal - RN;R$ 1.100;400;4;1;1;3;R$ 1.200.000
Apartamento com 4 Quartos à Venda, 264m²; | Tirol, Natal - RN;R$ 900;264;4;2;2;2;R$ 800.000
Apartamento com 3 Quartos à Venda, 97m²; | Lagoa Nova, Natal - RN;;97;3;1;1;2;R$ 530.000
Apartamento com 2 Quartos à Venda, 60m²;Avenida Perimetral Sul, 950 - Cidade da Esperança, Natal - RN;;60;2;2;2;1;R$ 120.000
Apartamento com 3 Quartos à Venda, 94m²; | Ponta Negra, Natal - RN;R$ 600;94;3;--;--;2;R$ 315.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Eletricista Elias Ferreira - Candelária, Natal - RN;;55;2;2;2;1;R$ 240.000
Apartamento com 3 Quartos à Venda, 130m²; | Lagoa Nova, Natal - RN;;130;3;1;1;3;R$ 704.108
Apartamento com 3 Quartos à Venda, 180m²; | Tirol, Natal - RN;R$ 935;180;3;1;1;--;R$ 660.000
Apartamento com 4 Quartos à Venda, 232m²;Avenida Amintas Barros - Lagoa Nova, Natal - RN;;232;4;4;4;3;R$ 680.000
Apartamento com 2 Quartos à Venda, 55m²; | Ponta Negra, Natal - RN;R$ 380;55;2;1;1;1;R$ 230.000
Apartamento com 4 Quartos à Venda, 108m²; | Capim Macio, Natal - RN;;108;4;1;1;2;R$ 499.900
Apartamento com 3 Quartos à Venda, 97m²; | Barro Vermelho, Natal - RN;R$ 430;97;3;3;3;1;R$ 160.000
Apartamento com 3 Quartos à Venda, 144m²; | Areia Preta, Natal - RN;R$ 1.110;144;3;3;3;2;R$ 790.000
Apartamento com 3 Quartos à Venda, 110m²;Rua Doutor Francisco Leite de Carvalho, 2377 - Lagoa Nova, Natal - RN;R$ 620;110;3;2;2;2;R$ 520.000
Apartamento com 3 Quartos à Venda, 136m²;Rua Antídio de Azevedo - Lagoa Nova, Natal - RN;;136;3;3;3;3;R$ 860.000
Apartamento com 3 Quartos à Venda, 96m²; | Lagoa Nova, Natal - RN;;96;3;1;1;2;R$ 395.000
Apartamento com 3 Quartos à Venda, 79m²; | Ponta Negra, Natal - RN;R$ 400;79;3;3;3;2;R$ 470.000
Apartamento com 2 Quartos à Venda, 55m²;Rua dos Tororós, 2394 - Alecrim, Natal - RN;;55;2;2;2;1;R$ 260.000
Apartamento com 3 Quartos à Venda, 79m²; | Lagoa Nova, Natal - RN;R$ 430;79;3;1;1;2;R$ 220.000
Apartamento com 2 Quartos à Venda, 54m²; | Lagoa Nova, Natal - RN;;54;2;2;2;1;R$ 220.000
Apartamento com 2 Quartos à Venda, 55m²;Rua João Alves de Melo, 1475 - Lagoa Nova, Natal - RN;R$ 485;55;2;2;2;1;R$ 208.000
Apartamento com 4 Quartos à Venda, 245m²; | Tirol, Natal - RN;R$ 2.000;245;4;5;5;3;R$ 900.000
Apartamento com 3 Quartos à Venda, 78m²; | Lagoa Nova, Natal - RN;R$ 400;78;3;1;1;2;R$ 164.900
Apartamento com 2 Quartos à Venda, 90m²;Avenida Capitão-Mor Gouveia, 2488 - Cidade da Esperança, Natal - RN;;90;2;2;2;1;R$ 330.000
Apartamento com 3 Quartos à Venda, 80m²; | Capim Macio, Natal - RN;R$ 535;80;3;2;2;1;R$ 230.000
Apartamento com 3 Quartos à Venda, 140m²; | Tirol, Natal - RN;R$ 600;140;3;4;4;3;R$ 450.000
Apartamento com 3 Quartos à Venda, 156m²; | Morro Branco, Natal - RN;R$ 900;156;3;1;1;2;R$ 420.000
Apartamento com 4 Quartos à Venda, 171m²; | Lagoa Nova, Natal - RN;R$ 1;171;4;6;6;4;R$ 1.179.728
Apartamento com 2 Quartos à Venda, 75m²; | Tirol, Natal - RN;R$ 700;75;2;1;1;1;R$ 170.000
Apartamento com 3 Quartos à Venda, 117m²; | Tirol, Natal - RN;R$ 1.000;117;3;3;3;2;R$ 700.000
Apartamento com 2 Quartos à Venda, 53m²; | Pajuçara, Natal - RN;R$ 200;53;2;1;1;1;R$ 110.000
Apartamento com 2 Quartos à Venda, 85m²; | Lagoa Nova, Natal - RN;;85;2;1;1;2;R$ 175.000
Apartamento com 3 Quartos à Venda, 95m²; | Lagoa Nova, Natal - RN;R$ 625;95;3;3;3;2;R$ 584.794
Apartamento com 4 Quartos à Venda, 132m²; | Lagoa Nova, Natal - RN;R$ 816;132;4;5;5;2;R$ 650.000
Apartamento com 2 Quartos à Venda, 63m²; | Capim Macio, Natal - RN;R$ 400;63;2;2;2;1;R$ 160.000
Apartamento com 2 Quartos à Venda, 89m²; | Areia Preta, Natal - RN;R$ 860;89;2;1;1;1;R$ 275.000
Apartamento com 3 Quartos à Venda, 101m²;Avenida Deputado Antônio Florêncio de Queiroz - Ponta Negra, Natal - RN;;101;3;3;3;2;R$ 550.000
Apartamento com 3 Quartos à Venda, 136m²; | Tirol, Natal - RN;R$ 1.370;136;3;3;3;1;R$ 290.000
Apartamento com 2 Quartos à Venda, 55m²; | Capim Macio, Natal - RN;R$ 280;55;2;1;1;2;R$ 300.000
Apartamento com 3 Quartos à Venda, 194m²; | Tirol, Natal - RN;R$ 1.700;194;3;1;1;3;R$ 750.000
Apartamento com 2 Quartos à Venda, 60m²;Rua Ferro Cardoso, 148 - Rocas, Natal - RN;R$ 400;60;2;2;2;1;R$ 199.000
Apartamento com 3 Quartos à Venda, 140m²; | Tirol, Natal - RN;R$ 700;140;3;5;5;3;R$ 450.000
Apartamento com 3 Quartos à Venda, 350m²; | Tirol, Natal - RN;R$ 2.000;350;3;1;1;--;R$ 2.100.000
Apartamento com 3 Quartos à Venda, 108m²; | Barro Vermelho, Natal - RN;;108;3;2;2;2;R$ 480.000
Apartamento com 3 Quartos à Venda, 94m²; | Cidade Satelite, Natal - RN;R$ 390;94;3;2;2;--;R$ 390.000
Apartamento com 3 Quartos à Venda, 100m²; | Lagoa Nova, Natal - RN;R$ 600;100;3;2;2;2;R$ 300.000
Apartamento com 2 Quartos à Venda, 60m²; | Tirol, Natal - RN;R$ 300;60;2;2;2;1;R$ 295.000
Apartamento com 2 Quartos à Venda, 70m²;Avenida Miguel Castro - Lagoa Nova, Natal - RN;;70;2;2;2;1;R$ 160.000
Apartamento com 2 Quartos à Venda, 55m²; | Ponta Negra, Natal - RN;R$ 800;55;2;2;2;1;R$ 195.000
Apartamento com 3 Quartos à Venda, 130m²; | Tirol, Natal - RN;R$ 1.000;130;3;3;3;2;R$ 330.000
Apartamento com 4 Quartos à Venda, 208m²; | Petrópolis, Natal - RN;;208;4;1;1;--;R$ 1.250.000
Apartamento com 3 Quartos à Venda, 161m²;Avenida Capitão-Mor Gouveia, 2488 - Cidade da Esperança, Natal - RN;;161;3;2;2;3;R$ 418.000
Apartamento com 3 Quartos à Venda, 85m²; | PARNAMIRIM, Natal - RN;R$ 240;85;3;1;1;1;R$ 200.000
Apartamento com 3 Quartos à Venda, 115m²; | Tirol, Natal - RN;R$ 650;115;3;2;2;2;R$ 290.000
Apartamento com 3 Quartos à Venda, 72m²; | Capim Macio, Natal - RN;R$ 490;72;3;1;1;2;R$ 180.000
Apartamento com 2 Quartos à Venda, 54m²;Rua Agrestina, 1620 - Planalto, Natal - RN;;54;2;2;2;1;R$ 130.000
Apartamento com 3 Quartos à Venda, 93m²;Rua da Lagosta - Ponta Negra, Natal - RN;;93;3;3;3;2;R$ 310.000
Apartamento com 4 Quartos à Venda, 179m²; | Lagoa Nova, Natal - RN;;179;4;1;1;3;R$ 1.170.000
Apartamento com 3 Quartos à Venda, 82m²;Rua dos Tororós, 2396 - Lagoa Nova, Natal - RN;R$ 450;82;3;2;2;3;R$ 380.000
Apartamento com 2 Quartos à Venda, 53m²;Rua Agrestina - Planalto, Natal - RN;;53;2;2;2;1;R$ 130.000
Apartamento com 3 Quartos à Venda, 122m²; | Lagoa Nova, Natal - RN;;122;3;1;1;2;R$ 300.000
Apartamento com 2 Quartos à Venda, 67m²;Rua Lúcia Viveiros, 255 - Neópolis, Natal - RN;;67;2;1;1;1;R$ 240.000
Apartamento com 3 Quartos à Venda, 70m²;Avenida do Sol, 3538 - Candelária, Natal - RN;;70;3;2;2;1;R$ 190.000
Apartamento com 2 Quartos à Venda, 54m²; | PARNAMIRIM, Natal - RN;R$ 220;54;2;1;1;1;R$ 95.000
Apartamento com 3 Quartos à Venda, 129m²; | Petrópolis, Natal - RN;R$ 850;129;3;2;2;1;R$ 380.000
Apartamento com 4 Quartos à Venda, 130m²; | Lagoa Nova, Natal - RN;R$ 650;130;4;5;5;3;R$ 720.000
Apartamento com 2 Quartos à Venda, 60m²;Avenida Amintas Barros, 1201 - Lagoa Nova, Natal - RN;;60;2;2;2;1;R$ 207.480
Apartamento com 2 Quartos à Venda, 51m²; | Cidade Satelite, Natal - RN;R$ 290;51;2;1;1;1;R$ 137.000
Apartamento com 3 Quartos à Venda, 91m²; | Barro Vermelho, Natal - RN;R$ 500;91;3;1;1;2;R$ 320.000
Apartamento com Quarto à Venda, 54m²; | Ponta Negra, Natal - RN;R$ 260;54;1;1;1;1;R$ 260.000
Apartamento com 4 Quartos à Venda, 310m²; | Petrópolis, Natal - RN;R$ 1.920;310;4;5;5;3;R$ 1.300.000
Apartamento com 2 Quartos à Venda, 56m²; | Tirol, Natal - RN;;56;2;1;1;1;R$ 260.000
Apartamento com 3 Quartos à Venda, 110m²; | Lagoa Nova, Natal - RN;R$ 750;110;3;4;4;2;R$ 500.000
Apartamento com 3 Quartos à Venda, 98m²; | Barro Vermelho, Natal - RN;;98;3;1;1;2;R$ 395.000
Apartamento com 3 Quartos à Venda, 120m²; | Lagoa Seca, Natal - RN;;120;3;1;1;2;R$ 499.000
Apartamento com 3 Quartos à Venda, 125m²; | Barro Vermelho, Natal - RN;R$ 500;125;3;2;2;2;R$ 250.000
Apartamento com 3 Quartos à Venda, 150m²; | Lagoa Nova, Natal - RN;R$ 1;150;3;5;5;3;R$ 1.000.000
Apartamento com 3 Quartos à Venda, 79m²; | Ponta Negra, Natal - RN;;79;3;1;1;2;R$ 450.000
Apartamento com 3 Quartos à Venda, 79m²; | Ponta Negra, Natal - RN;;79;3;1;1;2;R$ 480.000
Apartamento com 3 Quartos à Venda, 130m²; | Lagoa Nova, Natal - RN;;130;3;1;1;3;R$ 884.228
Apartamento com 3 Quartos à Venda, 100m²; | Barro Vermelho, Natal - RN;R$ 300;100;3;3;3;2;R$ 210.000
Apartamento com 3 Quartos à Venda, 98m²; | Cidade Jardim, Natal - RN;R$ 500;98;3;1;1;1;R$ 230.000
Apartamento com 2 Quartos à Venda, 60m²; | Ribeira, Natal - RN;;60;2;1;1;1;R$ 220.000
Apartamento com 4 Quartos à Venda, 119m²; | Lagoa Nova, Natal - RN;;119;4;1;1;2;R$ 450.000
Apartamento com 3 Quartos à Venda, 148m²;Avenida Nilo Peçanha, 300 - Petrópolis, Natal - RN;;148;3;1;1;2;R$ 500.000
Apartamento com 3 Quartos à Venda, 108m²; | Lagoa Nova, Natal - RN;;108;3;1;1;2;R$ 470.000
Apartamento com 3 Quartos à Venda, 100m²;Alameda das Mansões, 701 - Candelária, Natal - RN;;100;3;2;2;1;R$ 510.000
Apartamento com 3 Quartos à Venda, 73m²; | Tirol, Natal - RN;R$ 630;73;3;1;1;1;R$ 270.000
Apartamento com 2 Quartos à Venda, 68m²; | Planalto, Natal - RN;R$ 250;68;2;2;2;1;R$ 115.000
Apartamento com 2 Quartos à Venda, 48m²; | Neópolis, Natal - RN;R$ 80;48;2;1;1;1;R$ 116.000
Apartamento com 3 Quartos à Venda, 150m²; | Tirol, Natal - RN;;150;3;3;3;3;R$ 780.000
Apartamento com 3 Quartos à Venda, 117m²; | Tirol, Natal - RN;R$ 725;117;3;5;5;3;R$ 690.000
Apartamento com 3 Quartos à Venda, 80m²; | Nova Descoberta, Natal - RN;;80;3;1;1;2;R$ 168.000
Apartamento com 4 Quartos à Venda, 188m²; | Petrópolis, Natal - RN;R$ 950;188;4;3;3;--;R$ 950.000
Apartamento com 4 Quartos à Venda, 168m²; | Tirol, Natal - RN;R$ 850;168;4;4;4;4;R$ 1.100.000
Apartamento com 3 Quartos à Venda, 160m²; | Tirol, Natal - RN;R$ 1.350;160;3;1;1;2;R$ 630.000
Apartamento com 2 Quartos para Venda/Aluguel 58m²; | Planalto, Natal - RN;R$ 220;58;2;1;1;--;R$ 80.000
Apartamento com 2 Quartos à Venda, 60m²; | Neópolis, Natal - RN;R$ 250;60;2;1;1;1;R$ 125.000
Apartamento com 3 Quartos à Venda, 105m²; | Candelária, Natal - RN;R$ 800;105;3;3;3;2;R$ 220.000
Apartamento com 3 Quartos à Venda, 123m²; | Lagoa Nova, Natal - RN;;123;3;4;4;1;R$ 550.000
Apartamento com 3 Quartos à Venda, 200m²; | Tirol, Natal - RN;;200;3;3;3;2;R$ 490.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Doutor Manoel Augusto Bezerra de Araújo, 571 - Ponta Negra, Natal - RN;;55;2;2;2;1;R$ 249.000
Apartamento com 2 Quartos à Venda, 54m²; | Cidade Satelite, Natal - RN;R$ 260;54;2;1;1;1;R$ 100.000
Apartamento com 3 Quartos à Venda, 243m²; | Petrópolis, Natal - RN;R$ 1.100;243;3;1;1;2;R$ 550.000
Apartamento com 3 Quartos à Venda, 74m²;Rua da Lagosta, 150 - Ponta Negra, Natal - RN;;74;3;2;2;1;R$ 450.000
Apartamento com 3 Quartos à Venda, 80m²; | PARNAMIRIM, Natal - RN;R$ 290;80;3;1;1;2;R$ 220.000
Apartamento com 4 Quartos à Venda, 190m²; | Barro Vermelho, Natal - RN;R$ 1.300;190;4;2;2;2;R$ 750.000
Apartamento com 3 Quartos à Venda, 90m²; | Candelária, Natal - RN;R$ 340;90;3;1;1;1;R$ 220.000
Apartamento com 4 Quartos à Venda, 282m²; | Areia Preta, Natal - RN;R$ 2.500;282;4;5;5;4;R$ 2.790.000
Apartamento com 3 Quartos à Venda, 150m²; | Tirol, Natal - RN;R$ 850;150;3;5;5;3;R$ 740.000
Apartamento com 3 Quartos à Venda, 77m²; | PARNAMIRIM, Natal - RN;R$ 320;77;3;1;1;1;R$ 300.000
Apartamento com 3 Quartos à Venda, 101m²;Rua das Algas - Ponta Negra, Natal - RN;;101;3;3;3;2;R$ 510.000
Apartamento com 4 Quartos à Venda, 200m²; | Tirol, Natal - RN;R$ 1.106;200;4;1;1;2;R$ 500.000
Apartamento com 3 Quartos à Venda, 90m²; | Candelária, Natal - RN;R$ 240;90;3;1;1;1;R$ 220.000
Apartamento com 2 Quartos à Venda, 55m²; | Lagoa Nova, Natal - RN;;55;2;1;1;1;R$ 250.000
Apartamento com 3 Quartos à Venda, 136m²; | Lagoa Nova, Natal - RN;R$ 900;136;3;1;1;3;R$ 850.000
Apartamento com 2 Quartos à Venda, 60m²; | Petrópolis, Natal - RN;;60;2;2;2;1;R$ 170.000
Apartamento com 3 Quartos à Venda, 106m²; | Lagoa Nova, Natal - RN;R$ 850;106;3;1;1;2;R$ 418.000
Apartamento com 3 Quartos à Venda, 103m²; | Lagoa Nova, Natal - RN;R$ 1;103;3;5;5;2;R$ 633.245
Apartamento com 3 Quartos à Venda, 123m²; | Candelária, Natal - RN;R$ 550;123;3;1;1;2;R$ 500.000
Apartamento com 4 Quartos à Venda, 156m²;Rua Tereza Campos, 2468 - Lagoa Nova, Natal - RN;R$ 950;156;4;1;1;3;R$ 800.000
Apartamento com 2 Quartos à Venda, 77m²;Rua Abreulândia, 305 - Planalto, Natal - RN;;77;2;2;2;1;R$ 133.900
Apartamento com 2 Quartos à Venda, 56m²; | Tirol, Natal - RN;R$ 485;56;2;1;1;--;R$ 270.000
Apartamento com 2 Quartos à Venda, 40m²; | Ponta Negra, Natal - RN;R$ 1.117;40;2;1;1;1;R$ 250.000
Apartamento com 3 Quartos à Venda, 165m²;Rua Walter Duarte Pereira, 170 - Capim Macio, Natal - RN;R$ 350;165;3;2;2;1;R$ 165.000
Apartamento com Quarto à Venda, 48m²; | Petrópolis, Natal - RN;R$ 1.300;48;1;1;1;1;R$ 269.000
Apartamento com 3 Quartos à Venda, 109m²;Rua Missionário Gunnar Vingren - Capim Macio, Natal - RN;;109;3;3;3;2;R$ 490.000
Apartamento com 2 Quartos à Venda, 60m²;Rua Alfredo Dias de Figueiredo, 1125 - Ponta Negra, Natal - RN;;60;2;2;2;1;R$ 200.000
Apartamento com 2 Quartos à Venda, 68m²; | Capim Macio, Natal - RN;R$ 260;68;2;1;1;1;R$ 137.000
